ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,Label
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera;s__Thauera_sp_27,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Zoogloeaceae,g__Thauera,s__Thauera_sp_27,0.0366423799508978,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Thauera;s__Thauera_sp_27
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__GGB13147;s__GGB13147_SGB19694,k__Bacteria,Others,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__GGB13147,s__GGB13147_SGB19694,0.0291317655337536,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__GGB13147;s__GGB13147_SGB19694
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas_granuli,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,s__Luteimonas_granuli,0.0328314688185092,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas_granuli
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_stercoris,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_stercoris,0.0251112024771076,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_stercoris
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_sp_BC_M4_5,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_sp_BC_M4_5,0.0350628841534771,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_sp_BC_M4_5
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_stutzeri,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_stutzeri,0.0253208431479827,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_stutzeri
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_kunmingensis,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_kunmingensis,0.0321848931175086,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_kunmingensis
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum,k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_glutamicum,0.0259471982342773,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6518;s__GGB6518_SGB9206,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__GGB6518,s__GGB6518_SGB9206,0.0391911554552225,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6518;s__GGB6518_SGB9206
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB15292,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15292,0.0570921061291835,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB15292
k__Bacteria;p__Firmicutes;c__CFGB76398;o__OFGB76398;f__FGB76398;g__GGB9289;s__GGB9289_SGB14244,k__Bacteria,p__Firmicutes,c__CFGB76398,o__OFGB76398,f__FGB76398,g__GGB9289,s__GGB9289_SGB14244,0.0315404395570993,k__Bacteria;p__Firmicutes;c__CFGB76398;o__OFGB76398;f__FGB76398;g__GGB9289;s__GGB9289_SGB14244
k__Bacteria;p__Firmicutes;c__CFGB76533;o__OFGB76533;f__FGB76533;g__GGB9109;s__GGB9109_SGB14042,k__Bacteria,p__Firmicutes,c__CFGB76533,o__OFGB76533,f__FGB76533,g__GGB9109,s__GGB9109_SGB14042,0.039911945990981,k__Bacteria;p__Firmicutes;c__CFGB76533;o__OFGB76533;f__FGB76533;g__GGB9109;s__GGB9109_SGB14042
k__Bacteria;p__Firmicutes;c__CFGB76784;o__OFGB76784;f__FGB76784;g__GGB80012;s__GGB80012_SGB15001,k__Bacteria,p__Firmicutes,c__CFGB76784,o__OFGB76784,f__FGB76784,g__GGB80012,s__GGB80012_SGB15001,0.0260600308841212,k__Bacteria;p__Firmicutes;c__CFGB76784;o__OFGB76784;f__FGB76784;g__GGB80012;s__GGB80012_SGB15001
k__Bacteria;p__Bacteroidetes;c__CFGB42510;o__OFGB42510;f__FGB42510;g__GGB50204;s__GGB50204_SGB70276,k__Bacteria,p__Bacteroidetes,c__CFGB42510,o__OFGB42510,f__FGB42510,g__GGB50204,s__GGB50204_SGB70276,0.0547515007373702,k__Bacteria;p__Bacteroidetes;c__CFGB42510;o__OFGB42510;f__FGB42510;g__GGB50204;s__GGB50204_SGB70276
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB9086;s__GGB9086_SGB14014,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB9086,s__GGB9086_SGB14014,0.0424258028950148,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB9086;s__GGB9086_SGB14014
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Merdimonas,s__Merdimonas_faecis,0.0318021198366148,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB80095;s__GGB80095_SGB2145,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB80095,s__GGB80095_SGB2145,0.0386083445427627,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__GGB80095;s__GGB80095_SGB2145
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__GGB1562;s__GGB1562_SGB2149,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__GGB1562,s__GGB1562_SGB2149,0.0381524390939131,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__GGB1562;s__GGB1562_SGB2149
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_SGB2156,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Sutterella,s__Sutterella_SGB2156,0.0505409210397727,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_SGB2156
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes_SGB14037,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes,s__Alcaligenes_SGB14037,0.0373606055102657,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes_SGB14037
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_SGB42494,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena_SGB42494,0.0316574867926667,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_SGB42494
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_SGB48227,k__Bacteria,Others,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia_SGB48227,0.0621227124192115,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_SGB48227
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_NSJ_33,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridiaceae_unclassified,s__Clostridiaceae_bacterium_NSJ_33,0.0190737930584793,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_NSJ_33
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Protoclostridium;s__Candidatus_Protoclostridium_gallicola,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Protoclostridium,s__Candidatus_Protoclostridium_gallicola,0.0420861123526176,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Protoclostridium;s__Candidatus_Protoclostridium_gallicola
k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3005;s__GGB3005_SGB3996,k__Bacteria,p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3005,s__GGB3005_SGB3996,0.0305452676581389,k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3005;s__GGB3005_SGB3996
k__Bacteria;p__Proteobacteria;c__CFGB2401;o__OFGB2401;f__FGB2401;g__GGB6584;s__GGB6584_SGB9305,k__Bacteria,p__Proteobacteria,c__CFGB2401,o__OFGB2401,f__FGB2401,g__GGB6584,s__GGB6584_SGB9305,0.0493295905396879,k__Bacteria;p__Proteobacteria;c__CFGB2401;o__OFGB2401;f__FGB2401;g__GGB6584;s__GGB6584_SGB9305
k__Bacteria;p__Actinobacteria;c__CFGB12107;o__OFGB12107;f__FGB12107;g__GGB34797;s__GGB34797_SGB14321,k__Bacteria,p__Actinobacteria,c__CFGB12107,o__OFGB12107,f__FGB12107,g__GGB34797,s__GGB34797_SGB14321,0.0287371561223651,k__Bacteria;p__Actinobacteria;c__CFGB12107;o__OFGB12107;f__FGB12107;g__GGB34797;s__GGB34797_SGB14321
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_congonensis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_congonensis,0.0742132839246325,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_congonensis
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp_AF08_23,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_sp_AF08_23,0.0498411513137994,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp_AF08_23
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_coli,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_coli,0.0374420089853685,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_coli
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified;s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368,0.0245216379711818,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified;s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368
k__Bacteria;p__Firmicutes;c__CFGB2898;o__OFGB2898;f__FGB2898;g__GGB9211;s__GGB9211_SGB14151,k__Bacteria,p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9211,s__GGB9211_SGB14151,0.0612910286425232,k__Bacteria;p__Firmicutes;c__CFGB2898;o__OFGB2898;f__FGB2898;g__GGB9211;s__GGB9211_SGB14151
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB1527;s__GGB1527_SGB2110,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB1527,s__GGB1527_SGB2110,0.0669504219512209,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB1527;s__GGB1527_SGB2110
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_BX12,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Mogibacterium,s__Mogibacterium_sp_BX12,0.0660950855068415,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_BX12
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4579;s__GGB4579_SGB6329,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__GGB4579,s__GGB4579_SGB6329,0.0694241465140939,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4579;s__GGB4579_SGB6329
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp_OM04_5BH,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_sp_OM04_5BH,0.0479263709740478,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp_OM04_5BH
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB15301,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15301,0.0556766000726123,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB15301
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Bacilliculturomica;s__Bacilliculturomica_massiliensis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Bacilliculturomica,s__Bacilliculturomica_massiliensis,0.068858900852509,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Bacilliculturomica;s__Bacilliculturomica_massiliensis
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor_porci,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Bilifractor,s__Bilifractor_porci,0.0391526197659138,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor_porci
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerofilum;s__Anaerofilum_sp_An201,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerofilum,s__Anaerofilum_sp_An201,0.0247933906122695,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerofilum;s__Anaerofilum_sp_An201
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Porcincola;s__Porcincola_intestinalis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Porcincola,s__Porcincola_intestinalis,0.0404129671176969,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Porcincola;s__Porcincola_intestinalis
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter;s__Pyramidobacter_porci,k__Bacteria,Others,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Pyramidobacter,s__Pyramidobacter_porci,0.0341123928280691,k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter;s__Pyramidobacter_porci
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Anaerolactibacter;s__Anaerolactibacter_massiliensis,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Anaerolactibacter,s__Anaerolactibacter_massiliensis,0.0411120174000896,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Anaerolactibacter;s__Anaerolactibacter_massiliensis
k__Bacteria;p__Firmicutes;c__CFGB1303;o__OFGB1303;f__FGB1303;g__GGB3124;s__GGB3124_SGB4136,k__Bacteria,p__Firmicutes,c__CFGB1303,o__OFGB1303,f__FGB1303,g__GGB3124,s__GGB3124_SGB4136,0.0476975087074029,k__Bacteria;p__Firmicutes;c__CFGB1303;o__OFGB1303;f__FGB1303;g__GGB3124;s__GGB3124_SGB4136
k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9765;s__GGB9765_SGB15382,k__Bacteria,p__Firmicutes,c__CFGB38642,o__OFGB38642,f__FGB38642,g__GGB9765,s__GGB9765_SGB15382,0.0372609054986305,k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9765;s__GGB9765_SGB15382
k__Bacteria;p__Firmicutes;c__CFGB30287;o__OFGB30287;f__FGB30287;g__GGB42378;s__GGB42378_SGB59548,k__Bacteria,p__Firmicutes,c__CFGB30287,o__OFGB30287,f__FGB30287,g__GGB42378,s__GGB42378_SGB59548,0.0594610125269646,k__Bacteria;p__Firmicutes;c__CFGB30287;o__OFGB30287;f__FGB30287;g__GGB42378;s__GGB42378_SGB59548
k__Bacteria;p__Firmicutes;c__CFGB76782;o__OFGB76782;f__FGB76782;g__GGB45596;s__GGB45596_SGB63306,k__Bacteria,p__Firmicutes,c__CFGB76782,o__OFGB76782,f__FGB76782,g__GGB45596,s__GGB45596_SGB63306,0.0372845669190916,k__Bacteria;p__Firmicutes;c__CFGB76782;o__OFGB76782;f__FGB76782;g__GGB45596;s__GGB45596_SGB63306
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3678;s__GGB3678_SGB4991,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB3678,s__GGB3678_SGB4991,0.0452196386141577,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3678;s__GGB3678_SGB4991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9623;s__GGB9623_SGB15075,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9623,s__GGB9623_SGB15075,0.0984726097134108,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9623;s__GGB9623_SGB15075
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB9434;s__GGB9434_SGB14812,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9434,s__GGB9434_SGB14812,0.0184304078977948,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB9434;s__GGB9434_SGB14812
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Massiliimalia;s__Massiliimalia_massiliensis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Massiliimalia,s__Massiliimalia_massiliensis,0.0540148958206832,k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Massiliimalia;s__Massiliimalia_massiliensis
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Pseudolachnospira;s__Candidatus_Pseudolachnospira_avium,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Pseudolachnospira,s__Candidatus_Pseudolachnospira_avium,0.0317200512625799,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Pseudolachnospira;s__Candidatus_Pseudolachnospira_avium
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neochristensenella;s__Candidatus_Neochristensenella_gallicola,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Neochristensenella,s__Candidatus_Neochristensenella_gallicola,0.0279548198413275,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neochristensenella;s__Candidatus_Neochristensenella_gallicola
k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9303;s__GGB9303_SGB14264,k__Bacteria,p__Firmicutes,c__CFGB2960,o__OFGB2960,f__FGB2960,g__GGB9303,s__GGB9303_SGB14264,0.0278897680112915,k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9303;s__GGB9303_SGB14264
k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB38716;s__GGB38716_SGB14237,k__Bacteria,p__Firmicutes,c__CFGB2947,o__OFGB2947,f__FGB2947,g__GGB38716,s__GGB38716_SGB14237,0.047217287256253,k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB38716;s__GGB38716_SGB14237
k__Bacteria;p__Bacteroidetes;c__CFGB76015;o__OFGB76015;f__FGB76015;g__GGB1228;s__GGB1228_SGB1601,k__Bacteria,p__Bacteroidetes,c__CFGB76015,o__OFGB76015,f__FGB76015,g__GGB1228,s__GGB1228_SGB1601,0.0789864215466913,k__Bacteria;p__Bacteroidetes;c__CFGB76015;o__OFGB76015;f__FGB76015;g__GGB1228;s__GGB1228_SGB1601
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4605;s__GGB4605_SGB6378,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__GGB4605,s__GGB4605_SGB6378,0.0358068167858894,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4605;s__GGB4605_SGB6378
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6308,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__GGB4567,s__GGB4567_SGB6308,0.0406284909919804,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6308
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4591;s__GGB4591_SGB6350,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__GGB4591,s__GGB4591_SGB6350,0.0526747460296674,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4591;s__GGB4591_SGB6350
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4682;s__GGB4682_SGB6472,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB4682,s__GGB4682_SGB6472,0.0480503982109157,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4682;s__GGB4682_SGB6472
