ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,Label
k__Archaea;p__Candidatus_Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccaceae_unclassified;s__Methanomassiliicoccaceae_unclassified_SGB380,k__Archaea,Others,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_unclassified,s__Methanomassiliicoccaceae_unclassified_SGB380,0.0766474298456514,k__Archaea;p__Candidatus_Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccaceae_unclassified;s__Methanomassiliicoccaceae_unclassified_SGB380
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_salivarius,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus_salivarius,0.152097608471886,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_salivarius
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_mucosae,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus_mucosae,0.108997282715932,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_mucosae
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB79964;s__GGB79964_SGB15109,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__GGB79964,s__GGB79964_SGB15109,0.171039322548939,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB79964;s__GGB79964_SGB15109
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB9501;s__GGB9501_SGB14898,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__GGB9501,s__GGB9501_SGB14898,0.440240573520116,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB9501;s__GGB9501_SGB14898
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis,0.124993731994271,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_alactolyticus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_alactolyticus,0.112483107634084,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_alactolyticus
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_anginosus,0.103088954470446,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_cristatus,0.0606775001548578,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_gordonii,0.172126569126495,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_rubneri,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_rubneri,0.0609846491463549,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_rubneri
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sanguinis,0.117024697458751,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB14888,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_SGB14888,0.345133109551247,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB14888
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB15012,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_SGB15012,0.3756783776108,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB15012
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp_F0442,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_F0442,0.216670066603576,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp_F0442
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_thermophilus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_thermophilus,0.126538365536912,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_thermophilus
k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB13402;s__GGB13402_SGB14203,k__Bacteria,p__Firmicutes,c__CFGB10021,o__OFGB10021,f__FGB10021,g__GGB13402,s__GGB13402_SGB14203,0.133966001243578,k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB13402;s__GGB13402_SGB14203
k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB9258;s__GGB9258_SGB14205,k__Bacteria,p__Firmicutes,c__CFGB10021,o__OFGB10021,f__FGB10021,g__GGB9258,s__GGB9258_SGB14205,0.14106706085846,k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB9258;s__GGB9258_SGB14205
k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573,k__Bacteria,p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2652,s__GGB2652_SGB3573,0.112755515710939,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573
k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2653;s__GGB2653_SGB3574,k__Bacteria,p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2653,s__GGB2653_SGB3574,0.329399686724975,k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2653;s__GGB2653_SGB3574
k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428,k__Bacteria,p__Firmicutes,c__CFGB10312,o__OFGB10312,f__FGB10312,g__GGB4644,s__GGB4644_SGB6428,0.144318523241019,k__Bacteria;p__Firmicutes;c__CFGB10312;o__OFGB10312;f__FGB10312;g__GGB4644;s__GGB4644_SGB6428
k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510,k__Bacteria,p__Firmicutes,c__CFGB10314,o__OFGB10314,f__FGB10314,g__GGB4703,s__GGB4703_SGB6510,0.132968827099846,k__Bacteria;p__Firmicutes;c__CFGB10314;o__OFGB10314;f__FGB10314;g__GGB4703;s__GGB4703_SGB6510
k__Bacteria;p__Firmicutes;c__CFGB10477;o__OFGB10477;f__FGB10477;g__GGB9345;s__GGB9345_SGB14311,k__Bacteria,p__Firmicutes,c__CFGB10477,o__OFGB10477,f__FGB10477,g__GGB9345,s__GGB9345_SGB14311,0.274637164988276,k__Bacteria;p__Firmicutes;c__CFGB10477;o__OFGB10477;f__FGB10477;g__GGB9345;s__GGB9345_SGB14311
k__Bacteria;p__Firmicutes;c__CFGB1126;o__OFGB1126;f__FGB1126;g__GGB2848;s__GGB2848_SGB3813,k__Bacteria,p__Firmicutes,c__CFGB1126,o__OFGB1126,f__FGB1126,g__GGB2848,s__GGB2848_SGB3813,0.561105947703967,k__Bacteria;p__Firmicutes;c__CFGB1126;o__OFGB1126;f__FGB1126;g__GGB2848;s__GGB2848_SGB3813
k__Bacteria;p__Firmicutes;c__CFGB1211;o__OFGB1211;f__FGB1211;g__GGB2970;s__GGB2970_SGB3952,k__Bacteria,p__Firmicutes,c__CFGB1211,o__OFGB1211,f__FGB1211,g__GGB2970,s__GGB2970_SGB3952,0.125491076788637,k__Bacteria;p__Firmicutes;c__CFGB1211;o__OFGB1211;f__FGB1211;g__GGB2970;s__GGB2970_SGB3952
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2996;s__GGB2996_SGB3983,k__Bacteria,p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2996,s__GGB2996_SGB3983,0.0730472492423806,k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2996;s__GGB2996_SGB3983
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3988,k__Bacteria,p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3988,1.48654671356302,k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3988
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3989,k__Bacteria,p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3989,0.0758518443202531,k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB2998;s__GGB2998_SGB3989
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB58485;s__GGB58485_SGB80143,k__Bacteria,p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB58485,s__GGB58485_SGB80143,0.338535402630502,k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB58485;s__GGB58485_SGB80143
k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3005;s__GGB3005_SGB3996,k__Bacteria,p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3005,s__GGB3005_SGB3996,0.100099061617571,k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3005;s__GGB3005_SGB3996
k__Bacteria;p__Firmicutes;c__CFGB1311;o__OFGB1311;f__FGB1311;g__GGB3146;s__GGB3146_SGB4159,k__Bacteria,p__Firmicutes,c__CFGB1311,o__OFGB1311,f__FGB1311,g__GGB3146,s__GGB3146_SGB4159,0.105832696835218,k__Bacteria;p__Firmicutes;c__CFGB1311;o__OFGB1311;f__FGB1311;g__GGB3146;s__GGB3146_SGB4159
k__Bacteria;p__Firmicutes;c__CFGB1354;o__OFGB1354;f__FGB1354;g__GGB3304;s__GGB3304_SGB4367,k__Bacteria,p__Firmicutes,c__CFGB1354,o__OFGB1354,f__FGB1354,g__GGB3304,s__GGB3304_SGB4367,1.29241066747405,k__Bacteria;p__Firmicutes;c__CFGB1354;o__OFGB1354;f__FGB1354;g__GGB3304;s__GGB3304_SGB4367
k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB3321;s__GGB3321_SGB4394,k__Bacteria,p__Firmicutes,c__CFGB1359,o__OFGB1359,f__FGB1359,g__GGB3321,s__GGB3321_SGB4394,1.15709854998377,k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB3321;s__GGB3321_SGB4394
k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB39037;s__GGB39037_SGB4393,k__Bacteria,p__Firmicutes,c__CFGB1359,o__OFGB1359,f__FGB1359,g__GGB39037,s__GGB39037_SGB4393,0.103388202026616,k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB39037;s__GGB39037_SGB4393
k__Bacteria;p__Firmicutes;c__CFGB1507;o__OFGB1507;f__FGB1507;g__GGB3819;s__GGB3819_SGB5184,k__Bacteria,p__Firmicutes,c__CFGB1507,o__OFGB1507,f__FGB1507,g__GGB3819,s__GGB3819_SGB5184,0.28862134651736,k__Bacteria;p__Firmicutes;c__CFGB1507;o__OFGB1507;f__FGB1507;g__GGB3819;s__GGB3819_SGB5184
k__Bacteria;p__Firmicutes;c__CFGB15209;o__OFGB15209;f__FGB15209;g__GGB9293;s__GGB9293_SGB14250,k__Bacteria,p__Firmicutes,c__CFGB15209,o__OFGB15209,f__FGB15209,g__GGB9293,s__GGB9293_SGB14250,0.145373008927605,k__Bacteria;p__Firmicutes;c__CFGB15209;o__OFGB15209;f__FGB15209;g__GGB9293;s__GGB9293_SGB14250
k__Bacteria;p__Firmicutes;c__CFGB15212;o__OFGB15212;f__FGB15212;g__GGB41458;s__GGB41458_SGB58520,k__Bacteria,p__Firmicutes,c__CFGB15212,o__OFGB15212,f__FGB15212,g__GGB41458,s__GGB41458_SGB58520,0.355460559369045,k__Bacteria;p__Firmicutes;c__CFGB15212;o__OFGB15212;f__FGB15212;g__GGB41458;s__GGB41458_SGB58520
k__Bacteria;p__Firmicutes;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6020;s__GGB6020_SGB14985,k__Bacteria,p__Firmicutes,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB6020,s__GGB6020_SGB14985,0.15657252375859,k__Bacteria;p__Firmicutes;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6020;s__GGB6020_SGB14985
k__Bacteria;p__Firmicutes;c__CFGB2881;o__OFGB2881;f__FGB2881;g__GGB9189;s__GGB9189_SGB14128,k__Bacteria,p__Firmicutes,c__CFGB2881,o__OFGB2881,f__FGB2881,g__GGB9189,s__GGB9189_SGB14128,0.241232841893265,k__Bacteria;p__Firmicutes;c__CFGB2881;o__OFGB2881;f__FGB2881;g__GGB9189;s__GGB9189_SGB14128
k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177,k__Bacteria,p__Firmicutes,c__CFGB2915,o__OFGB2915,f__FGB2915,g__GGB36267,s__GGB36267_SGB14177,0.130070342775074,k__Bacteria;p__Firmicutes;c__CFGB2915;o__OFGB2915;f__FGB2915;g__GGB36267;s__GGB36267_SGB14177
k__Bacteria;p__Firmicutes;c__CFGB2932;o__OFGB2932;f__FGB2932;g__GGB9261;s__GGB9261_SGB14209,k__Bacteria,p__Firmicutes,c__CFGB2932,o__OFGB2932,f__FGB2932,g__GGB9261,s__GGB9261_SGB14209,0.331902265029323,k__Bacteria;p__Firmicutes;c__CFGB2932;o__OFGB2932;f__FGB2932;g__GGB9261;s__GGB9261_SGB14209
k__Bacteria;p__Firmicutes;c__CFGB2942;o__OFGB2942;f__FGB2942;g__GGB9288;s__GGB9288_SGB14243,k__Bacteria,p__Firmicutes,c__CFGB2942,o__OFGB2942,f__FGB2942,g__GGB9288,s__GGB9288_SGB14243,0.173802516867474,k__Bacteria;p__Firmicutes;c__CFGB2942;o__OFGB2942;f__FGB2942;g__GGB9288;s__GGB9288_SGB14243
k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB9285;s__GGB9285_SGB14238,k__Bacteria,p__Firmicutes,c__CFGB2947,o__OFGB2947,f__FGB2947,g__GGB9285,s__GGB9285_SGB14238,0.188362862833377,k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB9285;s__GGB9285_SGB14238
k__Bacteria;p__Firmicutes;c__CFGB2949;o__OFGB2949;f__FGB2949;g__GGB9290;s__GGB9290_SGB14247,k__Bacteria,p__Firmicutes,c__CFGB2949,o__OFGB2949,f__FGB2949,g__GGB9290,s__GGB9290_SGB14247,0.409833237099605,k__Bacteria;p__Firmicutes;c__CFGB2949;o__OFGB2949;f__FGB2949;g__GGB9290;s__GGB9290_SGB14247
k__Bacteria;p__Firmicutes;c__CFGB2954;o__OFGB2954;f__FGB2954;g__GGB9296;s__GGB9296_SGB14253,k__Bacteria,p__Firmicutes,c__CFGB2954,o__OFGB2954,f__FGB2954,g__GGB9296,s__GGB9296_SGB14253,0.440572669341939,k__Bacteria;p__Firmicutes;c__CFGB2954;o__OFGB2954;f__FGB2954;g__GGB9296;s__GGB9296_SGB14253
k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9302;s__GGB9302_SGB14263,k__Bacteria,p__Firmicutes,c__CFGB2960,o__OFGB2960,f__FGB2960,g__GGB9302,s__GGB9302_SGB14263,0.249067864663697,k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9302;s__GGB9302_SGB14263
k__Bacteria;p__Firmicutes;c__CFGB2982;o__OFGB2982;f__FGB2982;g__GGB9342;s__GGB9342_SGB14306,k__Bacteria,p__Firmicutes,c__CFGB2982,o__OFGB2982,f__FGB2982,g__GGB9342,s__GGB9342_SGB14306,0.337161152367615,k__Bacteria;p__Firmicutes;c__CFGB2982;o__OFGB2982;f__FGB2982;g__GGB9342;s__GGB9342_SGB14306
k__Bacteria;p__Firmicutes;c__CFGB3040;o__OFGB3040;f__FGB3040;g__GGB9542;s__GGB9542_SGB14947,k__Bacteria,p__Firmicutes,c__CFGB3040,o__OFGB3040,f__FGB3040,g__GGB9542,s__GGB9542_SGB14947,0.154690216091968,k__Bacteria;p__Firmicutes;c__CFGB3040;o__OFGB3040;f__FGB3040;g__GGB9542;s__GGB9542_SGB14947
k__Bacteria;p__Firmicutes;c__CFGB3047;o__OFGB3047;f__FGB3047;g__GGB52130;s__GGB52130_SGB14966,k__Bacteria,p__Firmicutes,c__CFGB3047,o__OFGB3047,f__FGB3047,g__GGB52130,s__GGB52130_SGB14966,0.89042641056834,k__Bacteria;p__Firmicutes;c__CFGB3047;o__OFGB3047;f__FGB3047;g__GGB52130;s__GGB52130_SGB14966
k__Bacteria;p__Firmicutes;c__CFGB3068;o__OFGB3068;f__FGB3068;g__GGB9760;s__GGB9760_SGB15374,k__Bacteria,p__Firmicutes,c__CFGB3068,o__OFGB3068,f__FGB3068,g__GGB9760,s__GGB9760_SGB15374,0.742528868328531,k__Bacteria;p__Firmicutes;c__CFGB3068;o__OFGB3068;f__FGB3068;g__GGB9760;s__GGB9760_SGB15374
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15384,k__Bacteria,p__Firmicutes,c__CFGB3069,o__OFGB3069,f__FGB3069,g__GGB9767,s__GGB9767_SGB15384,0.133578740553837,k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15384
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15385,k__Bacteria,p__Firmicutes,c__CFGB3069,o__OFGB3069,f__FGB3069,g__GGB9767,s__GGB9767_SGB15385,0.277649527729803,k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9767;s__GGB9767_SGB15385
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9770;s__GGB9770_SGB15390,k__Bacteria,p__Firmicutes,c__CFGB3069,o__OFGB3069,f__FGB3069,g__GGB9770,s__GGB9770_SGB15390,0.133674363265617,k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9770;s__GGB9770_SGB15390
k__Bacteria;p__Firmicutes;c__CFGB3070;o__OFGB3070;f__FGB3070;g__GGB9512;s__GGB9512_SGB14909,k__Bacteria,p__Firmicutes,c__CFGB3070,o__OFGB3070,f__FGB3070,g__GGB9512,s__GGB9512_SGB14909,0.349631095298549,k__Bacteria;p__Firmicutes;c__CFGB3070;o__OFGB3070;f__FGB3070;g__GGB9512;s__GGB9512_SGB14909
k__Bacteria;p__Firmicutes;c__CFGB3070;o__OFGB3070;f__FGB3070;g__GGB9775;s__GGB9775_SGB15395,k__Bacteria,p__Firmicutes,c__CFGB3070,o__OFGB3070,f__FGB3070,g__GGB9775,s__GGB9775_SGB15395,0.124565897146837,k__Bacteria;p__Firmicutes;c__CFGB3070;o__OFGB3070;f__FGB3070;g__GGB9775;s__GGB9775_SGB15395
k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4699;s__GGB4699_SGB6503,k__Bacteria,p__Firmicutes,c__CFGB31455,o__OFGB31455,f__FGB31455,g__GGB4699,s__GGB4699_SGB6503,0.143910911622378,k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4699;s__GGB4699_SGB6503
k__Bacteria;p__Firmicutes;c__CFGB32970;o__OFGB32970;f__FGB32970;g__GGB51884;s__GGB51884_SGB49168,k__Bacteria,p__Firmicutes,c__CFGB32970,o__OFGB32970,f__FGB32970,g__GGB51884,s__GGB51884_SGB49168,0.568374575442654,k__Bacteria;p__Firmicutes;c__CFGB32970;o__OFGB32970;f__FGB32970;g__GGB51884;s__GGB51884_SGB49168
k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9758;s__GGB9758_SGB15368,k__Bacteria,p__Firmicutes,c__CFGB38642,o__OFGB38642,f__FGB38642,g__GGB9758,s__GGB9758_SGB15368,1.27123573620342,k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9758;s__GGB9758_SGB15368
k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9766;s__GGB9766_SGB15383,k__Bacteria,p__Firmicutes,c__CFGB38642,o__OFGB38642,f__FGB38642,g__GGB9766,s__GGB9766_SGB15383,0.414277659471433,k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9766;s__GGB9766_SGB15383
k__Bacteria;p__Firmicutes;c__CFGB45507;o__OFGB45507;f__FGB45507;g__GGB52106;s__GGB52106_SGB72838,k__Bacteria,p__Firmicutes,c__CFGB45507,o__OFGB45507,f__FGB45507,g__GGB52106,s__GGB52106_SGB72838,0.244364346792527,k__Bacteria;p__Firmicutes;c__CFGB45507;o__OFGB45507;f__FGB45507;g__GGB52106;s__GGB52106_SGB72838
k__Bacteria;p__Firmicutes;c__CFGB4559;o__OFGB4559;f__FGB4559;g__GGB2983;s__GGB2983_SGB3965,k__Bacteria,p__Firmicutes,c__CFGB4559,o__OFGB4559,f__FGB4559,g__GGB2983,s__GGB2983_SGB3965,0.274775512210455,k__Bacteria;p__Firmicutes;c__CFGB4559;o__OFGB4559;f__FGB4559;g__GGB2983;s__GGB2983_SGB3965
k__Bacteria;p__Firmicutes;c__CFGB4623;o__OFGB4623;f__FGB4623;g__GGB9525;s__GGB9525_SGB14925,k__Bacteria,p__Firmicutes,c__CFGB4623,o__OFGB4623,f__FGB4623,g__GGB9525,s__GGB9525_SGB14925,0.144162466231398,k__Bacteria;p__Firmicutes;c__CFGB4623;o__OFGB4623;f__FGB4623;g__GGB9525;s__GGB9525_SGB14925
k__Bacteria;p__Firmicutes;c__CFGB4881;o__OFGB4881;f__FGB4881;g__GGB14025;s__GGB14025_SGB14906,k__Bacteria,p__Firmicutes,c__CFGB4881,o__OFGB4881,f__FGB4881,g__GGB14025,s__GGB14025_SGB14906,0.2920537330516,k__Bacteria;p__Firmicutes;c__CFGB4881;o__OFGB4881;f__FGB4881;g__GGB14025;s__GGB14025_SGB14906
k__Bacteria;p__Firmicutes;c__CFGB540;o__OFGB540;f__FGB540;g__GGB79998;s__GGB79998_SGB48024,k__Bacteria,p__Firmicutes,c__CFGB540,o__OFGB540,f__FGB540,g__GGB79998,s__GGB79998_SGB48024,0.150083029029627,k__Bacteria;p__Firmicutes;c__CFGB540;o__OFGB540;f__FGB540;g__GGB79998;s__GGB79998_SGB48024
k__Bacteria;p__Firmicutes;c__CFGB72924;o__OFGB72924;f__FGB72924;g__GGB3612;s__GGB3612_SGB4882,k__Bacteria,p__Firmicutes,c__CFGB72924,o__OFGB72924,f__FGB72924,g__GGB3612,s__GGB3612_SGB4882,0.482700863133764,k__Bacteria;p__Firmicutes;c__CFGB72924;o__OFGB72924;f__FGB72924;g__GGB3612;s__GGB3612_SGB4882
k__Bacteria;p__Firmicutes;c__CFGB73062;o__OFGB73062;f__FGB73062;g__GGB9059;s__GGB9059_SGB13976,k__Bacteria,p__Firmicutes,c__CFGB73062,o__OFGB73062,f__FGB73062,g__GGB9059,s__GGB9059_SGB13976,0.0922975437274118,k__Bacteria;p__Firmicutes;c__CFGB73062;o__OFGB73062;f__FGB73062;g__GGB9059;s__GGB9059_SGB13976
k__Bacteria;p__Firmicutes;c__CFGB73223;o__OFGB73223;f__FGB73223;g__GGB9249;s__GGB9249_SGB14193,k__Bacteria,p__Firmicutes,c__CFGB73223,o__OFGB73223,f__FGB73223,g__GGB9249,s__GGB9249_SGB14193,0.141841219765931,k__Bacteria;p__Firmicutes;c__CFGB73223;o__OFGB73223;f__FGB73223;g__GGB9249;s__GGB9249_SGB14193
