"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerofilum;s__Anaerofilum_sp_An201",5,1,0,5
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Porcincola;s__Porcincola_intestinalis",5,1,0,5
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter;s__Pyramidobacter_porci",5,1,0,5
"k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Anaerolactibacter;s__Anaerolactibacter_massiliensis",5,1,0,5
"k__Bacteria;p__Firmicutes;c__CFGB1303;o__OFGB1303;f__FGB1303;g__GGB3124;s__GGB3124_SGB4136",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__CFGB38642;o__OFGB38642;f__FGB38642;g__GGB9765;s__GGB9765_SGB15382",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__CFGB30287;o__OFGB30287;f__FGB30287;g__GGB42378;s__GGB42378_SGB59548",9,0.722222222222222,22,9
"k__Bacteria;p__Firmicutes;c__CFGB76782;o__OFGB76782;f__FGB76782;g__GGB45596;s__GGB45596_SGB63306",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3678;s__GGB3678_SGB4991",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9623;s__GGB9623_SGB15075",8,0.590909090909091,0,8
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB9434;s__GGB9434_SGB14812",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Massiliimalia;s__Massiliimalia_massiliensis",9,0.65,12,9
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Pseudolachnospira;s__Candidatus_Pseudolachnospira_avium",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neochristensenella;s__Candidatus_Neochristensenella_gallicola",10,0.764705882352941,1.375,10
"k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9303;s__GGB9303_SGB14264",18,1,0,18
"k__Bacteria;p__Firmicutes;c__CFGB2947;o__OFGB2947;f__FGB2947;g__GGB38716;s__GGB38716_SGB14237",18,1,0,18
"k__Bacteria;p__Bacteroidetes;c__CFGB76015;o__OFGB76015;f__FGB76015;g__GGB1228;s__GGB1228_SGB1601",18,1,0,18
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4605;s__GGB4605_SGB6378",18,1,0,18
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6308",18,1,0,18
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4591;s__GGB4591_SGB6350",18,1,0,18
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4682;s__GGB4682_SGB6472",18,1,0,18
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__GGB79758;s__GGB79758_SGB14216",18,1,0,18
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus;s__Jeotgalicoccus_schoeneichii",18,1,0,18
