"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_SGB4939",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp_OM08_24",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__GGB1385;s__GGB1385_SGB1890",14,0.325,168,14
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB33586;s__GGB33586_SGB53517",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB28319;s__GGB28319_SGB40892",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_asburiae",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_provencensis",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_legallii",11,0.240740740740741,0,11
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_N12",12,0.279569892473118,1.36363636363636,12
"k__Bacteria;p__Firmicutes;c__CFGB9238;o__OFGB9238;f__FGB9238;g__GGB74463;s__GGB74463_SGB54347",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB3172;o__OFGB3172;f__FGB3172;g__GGB10692;s__GGB10692_SGB17347",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB73062;o__OFGB73062;f__FGB73062;g__GGB9059;s__GGB9059_SGB13976",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB75721;o__OFGB75721;f__FGB75721;g__GGB9524;s__GGB9524_SGB14923",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB9258;s__GGB9258_SGB14205",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB30287;o__OFGB30287;f__FGB30287;g__GGB42378;s__GGB42378_SGB59548",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB76158;o__OFGB76158;f__FGB76158;g__GGB52002;s__GGB52002_SGB72669",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__CFGB76112;o__OFGB76112;f__FGB76112;g__GGB79630;s__GGB79630_SGB13983",38,0.173248407643312,1869.28372670368,38
"k__Bacteria;p__Bacteroidetes;c__CFGB42510;o__OFGB42510;f__FGB42510;g__GGB50204;s__GGB50204_SGB70276",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3537;s__GGB3537_SGB4727",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3340;s__GGB3340_SGB4419",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB33512;s__GGB33512_SGB15201",38,0.173248407643312,1869.28372670368,38
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9621;s__GGB9621_SGB15073",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB1689;s__GGB1689_SGB2321",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9611;s__GGB9611_SGB15045",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9457;s__GGB9457_SGB14849",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB33512;s__GGB33512_SGB15203",38,0.173248407643312,1869.28372670368,38
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__GGB1364;s__GGB1364_SGB1833",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_neonatale",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter_timonensis",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Culturomica;s__Culturomica_massiliensis",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__Anaerotruncus_massiliensis",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9444;s__GGB9444_SGB14834",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9545;s__GGB9545_SGB14951",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9533;s__GGB9533_SGB14936",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp_An138",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp_AF08_23",35,0.150692520775623,571.94259708563,35
"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_SGB48227",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_SGB1787",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella_sp_Marseille_P3954",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_SGB15164",38,0.173248407643312,1869.28372670368,38
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_desulfuricans",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacteriaceae_unclassified;s__Eubacteriaceae_bacterium_Marseille_Q4139",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Geddesella;s__Candidatus_Geddesella_stercoravicola",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Pseudolachnospira;s__Candidatus_Pseudolachnospira_avium",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Parachristensenella;s__Candidatus_Parachristensenella_avicola",36,0.151785714285714,6.89264702826375,36
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri_clade_B",1,1,0,1
"k__Bacteria;p__Firmicutes;c__CFGB9120;o__OFGB9120;f__FGB9120;g__GGB4642;s__GGB4642_SGB6422",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__CFGB2873;o__OFGB2873;f__FGB2873;g__GGB9172;s__GGB9172_SGB14110",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__CFGB2840;o__OFGB2840;f__FGB2840;g__GGB9093;s__GGB9093_SGB14023",16,0.863636363636364,0,16
"k__Bacteria;p__Bacteroidetes;c__CFGB76256;o__OFGB76256;f__FGB76256;g__GGB1109;s__GGB1109_SGB1423",16,0.863636363636364,0,16
"k__Bacteria;p__Bacteroidetes;c__CFGB76191;o__OFGB76191;f__FGB76191;g__GGB1249;s__GGB1249_SGB1670",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4588;s__GGB4588_SGB6347",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3341;s__GGB3341_SGB4420",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9634;s__GGB9634_SGB15095",16,0.863636363636364,0,16
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__GGB9469;s__GGB9469_SGB14863",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp_OF03_15BH",19,1,48,19
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_SGB6173",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AF34_13",16,0.863636363636364,0,16
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9082;s__GGB9082_SGB14007",16,0.863636363636364,0,16
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus_SGB15503",16,0.863636363636364,0,16
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9813;s__GGB9813_SGB15447",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter_massiliensis",16,0.863636363636364,0,16
"k__Bacteria;p__Firmicutes;c__CFGB2881;o__OFGB2881;f__FGB2881;g__GGB9189;s__GGB9189_SGB14128",11,0.210852713178295,1123.55348991884,11
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Ruminococcaceae_bacterium_D5",15,0.219886822958771,612.858360194141,15
"k__Bacteria;p__Firmicutes;c__CFGB4559;o__OFGB4559;f__FGB4559;g__GGB2983;s__GGB2983_SGB3965",25,0.783783783783784,54,25
"k__Bacteria;p__Proteobacteria;c__CFGB2429;o__OFGB2429;f__FGB2429;g__GGB6648;s__GGB6648_SGB9389",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Bacteroidetes;c__CFGB11479;o__OFGB11479;f__FGB11479;g__GGB1630;s__GGB1630_SGB2238",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Bacteria_unclassified;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9364;s__GGB9364_SGB14339",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB1554;s__GGB1554_SGB2141",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB33512;s__GGB33512_SGB15202",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB79394;s__GGB79394_SGB105952",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_hirae",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_bivia",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_SGB4580",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_petauri",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia_SGB14780",25,0.828571428571429,78,25
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_sp_AF41_9",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_vestibularis",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter;s__Pyramidobacter_piscolens",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_ruminis",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_1001270J_160509_D11",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_chinchillae",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__GGB2980;s__GGB2980_SGB3962",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium_intestinale",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_BX12",24,0.828571428571429,0.521739130434783,24
"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Candidatus_Saccharibacteria;c__Candidatus_Saccharibacteria_unclassified;o__Candidatus_Saccharibacteria_unclassified;f__Candidatus_Saccharibacteria_unclassified;g__Candidatus_Saccharibacteria_unclassified;s__TM7_phylum_sp_oral_taxon_352",24,0.828571428571429,0.521739130434783,24
"k__Bacteria;p__Firmicutes;c__CFGB540;o__OFGB540;f__FGB540;g__GGB79998;s__GGB79998_SGB48024",2,1,0,2
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_NSJ_24",2,1,0,2
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_fairfieldensis",3,0.483333333333333,28,3
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis",1,1,0,1
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3619;s__GGB3619_SGB4894",18,0.218649517684887,431.810231579182,18
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9616;s__GGB9616_SGB15052",7,0.181454302868579,0,7
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9616;s__GGB9616_SGB15051",18,0.218649517684887,486.762503203716,18
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_SGB4669",17,0.204051012753188,227.607451662982,17
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia_anaerobia",20,0.220421393841167,723.842105902034,20
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_unclassified_SGB4771",17,0.218473895582329,404.102303157296,17
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_Marseille_Q4145",15,0.20374531835206,188.454785024809,15
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB1146;s__GGB1146_SGB1472",2,0.453125,0,2
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_bouchesdurhonensis",2,0.453125,0,2
"k__Bacteria;p__Firmicutes;c__CFGB4881;o__OFGB4881;f__FGB4881;g__GGB14025;s__GGB14025_SGB14906",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9603;s__GGB9603_SGB15035",22,0.35,2,22
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__GGB1339;s__GGB1339_SGB1796",22,0.35,2,22
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB1215;s__GGB1215_SGB1581",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis",22,0.35,2,22
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_dispar",22,0.35,2,22
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB79652;s__GGB79652_SGB15211",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_SGB4909",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_NSJ_6",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AM58_1XD",22,0.35,2,22
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa_SGB1638",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB15299",22,0.35,2,22
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_sp",22,0.35,2,22
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__GGB2732;s__GGB2732_SGB58358",22,0.35,2,22
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera_ascorbata",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Lawsonibacter;s__Lawsonibacter_sp_NSJ_51",22,0.35,2,22
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii",22,0.35,2,22
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_massiliensis",22,0.35,2,22
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_ornithinolytica",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Metaruminococcus;s__Candidatus_Metaruminococcus_caecorum",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Alloruminococcus;s__Candidatus_Alloruminococcus_vanvlietii",22,0.35,2,22
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB9063;s__GGB9063_SGB13982",2,0.545454545454545,0,2
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AM49_4BH",2,0.545454545454545,0.833333333333333,2
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_NSJ_32",4,0.75,6.33333333333333,4
"k__Bacteria;p__Firmicutes;c__CFGB2982;o__OFGB2982;f__FGB2982;g__GGB9342;s__GGB9342_SGB14306",10,0.220600162206002,31.9198830519311,10
"k__Bacteria;p__Firmicutes;c__CFGB2949;o__OFGB2949;f__FGB2949;g__GGB9290;s__GGB9290_SGB14247",10,0.220600162206002,31.9198830519311,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9636;s__GGB9636_SGB15107",11,0.228379513014274,206.665014996725,11
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB13493;s__GGB13493_SGB15238",29,0.248856358645929,4731.52470696052,29
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB33469;s__GGB33469_SGB15236",28,0.248628884826325,3655.31278379671,28
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4684;s__GGB4684_SGB6478",10,0.220600162206002,31.9198830519311,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_bolteae",7,0.186813186813187,0,7
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9200;s__GGB9200_SGB14139",10,0.220600162206002,31.9198830519311,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium_BX3",10,0.220600162206002,31.9198830519311,10
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB2982;s__GGB2982_SGB3964",1,0.0713349068974561,0,1
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus_evryensis",3,0.0715977888918136,1072,3
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_massiliensis",7,0.07687959299039,1946.83333333334,7
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9531;s__GGB9531_SGB14932",5,0.0827250608272506,2029.83333333334,5
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9635;s__GGB9635_SGB15106",1,0.666666666666667,0,1
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_SGB4421",1,0.666666666666667,0,1
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;s__Dorea_phocaeensis",13,0.620689655172414,15,13
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB9513;s__GGB9513_SGB14911",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella_SGB9293",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Gemella;s__Gemella_haemolysans",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_unclassified;g__Gemella;s__Gemella_morbillorum",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia_ilealis",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_SGB8239",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Fournierella;s__Fournierella_massiliensis",12,0.692307692307692,2,12
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter_fastidiosus",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Solibaculum;s__Solibaculum_mannosilyticum",12,0.692307692307692,2,12
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_SGB5790",12,0.692307692307692,56,12
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Clostridia_unclassified;s__Clostridia_bacterium",13,0.620689655172414,15,13
"k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4699;s__GGB4699_SGB6503",16,0.216905901116427,401.305961092218,16
